device,network,policy,seed,scenario,cacheSize,alerts,reliability,durationSec,queryRatePerMin,cacheHitRate,deliveryRate,avgFreshness,staleAccessRate,redundancyIndex,actionabilityFirstRatio,timelinessConsistency,pushesSent,pushSuppressRate,pushDuplicateRate,pushTimelyFirstRatio
Desktop PC,Good,PAFTinyLFU,FISHDINNER,Urban,1024,400,0.900,900,60,0.998420,1.000000,0.781578,0.000000,0.572500,0.833333,0.173077,0,0.000000,0.000000,0.000000
Desktop PC,Fair,LRU,FISHDINNER,Urban,1024,400,0.850,900,60,0.998411,0.997500,0.780259,0.000000,0.571429,0.848684,0.184211,0,0.000000,0.000000,0.000000
Desktop PC,Fair,TTLOnly,FISHDINNER,Urban,1024,400,0.850,900,60,0.998411,0.997500,0.780259,0.000000,0.571429,0.848684,0.184211,0,0.000000,0.000000,0.000000
Desktop PC,Fair,PriorityFresh,FISHDINNER,Urban,1024,400,0.850,900,60,0.998411,0.997500,0.780259,0.000000,0.571429,0.848684,0.184211,0,0.000000,0.000000,0.000000
Desktop PC,Fair,PAFTinyLFU,FISHDINNER,Urban,1024,400,0.850,900,60,0.998411,0.997500,0.780259,0.000000,0.571429,0.848684,0.184211,0,0.000000,0.000000,0.000000
Desktop PC,Poor,LRU,FISHDINNER,Urban,1024,400,0.700,900,60,0.998394,0.987500,0.785033,0.000000,0.572152,0.878378,0.182432,0,0.000000,0.000000,0.000000
Desktop PC,Poor,TTLOnly,FISHDINNER,Urban,1024,400,0.700,900,60,0.998394,0.987500,0.785033,0.000000,0.572152,0.878378,0.182432,0,0.000000,0.000000,0.000000
Desktop PC,Poor,PriorityFresh,FISHDINNER,Urban,1024,400,0.700,900,60,0.998394,0.987500,0.785033,0.000000,0.572152,0.878378,0.182432,0,0.000000,0.000000,0.000000
Desktop PC,Poor,PAFTinyLFU,FISHDINNER,Urban,1024,400,0.700,900,60,0.998394,0.987500,0.785033,0.000000,0.572152,0.878378,0.182432,0,0.000000,0.000000,0.000000
Desktop PC,Very Poor,LRU,FISHDINNER,Urban,1024,400,0.600,900,60,0.998421,0.982500,0.779619,0.000000,0.569975,0.827815,0.185430,0,0.000000,0.000000,0.000000
Desktop PC,Very Poor,TTLOnly,FISHDINNER,Urban,1024,400,0.600,900,60,0.998421,0.982500,0.779619,0.000000,0.569975,0.827815,0.185430,0,0.000000,0.000000,0.000000
Desktop PC,Very Poor,PriorityFresh,FISHDINNER,Urban,1024,400,0.600,900,60,0.998421,0.982500,0.779619,0.000000,0.569975,0.827815,0.185430,0,0.000000,0.000000,0.000000
Desktop PC,Very Poor,PAFTinyLFU,FISHDINNER,Urban,1024,400,0.600,900,60,0.998421,0.982500,0.779619,0.000000,0.569975,0.827815,0.185430,0,0.000000,0.000000,0.000000
Desktop PC,Degraded,LRU,FISHDINNER,Urban,1024,400,0.500,900,60,0.998424,0.955000,0.781525,0.000000,0.562827,0.842105,0.171053,0,0.000000,0.000000,0.000000
Desktop PC,Degraded,TTLOnly,FISHDINNER,Urban,1024,400,0.500,900,60,0.998424,0.955000,0.781525,0.000000,0.562827,0.842105,0.171053,0,0.000000,0.000000,0.000000
Desktop PC,Degraded,PriorityFresh,FISHDINNER,Urban,1024,400,0.500,900,60,0.998424,0.955000,0.781525,0.000000,0.562827,0.842105,0.171053,0,0.000000,0.000000,0.000000
Desktop PC,Degraded,PAFTinyLFU,FISHDINNER,Urban,1024,400,0.500,900,60,0.998424,0.955000,0.781525,0.000000,0.562827,0.842105,0.171053,0,0.000000,0.000000,0.000000
Desktop PC,Disaster,LRU,FISHDINNER,Urban,1024,400,0.300,900,60,0.994003,0.855000,0.777021,0.000000,0.543860,0.784722,0.215278,0,0.000000,0.000000,0.000000
Desktop PC,Disaster,TTLOnly,FISHDINNER,Urban,1024,400,0.300,900,60,0.994003,0.855000,0.777021,0.000000,0.543860,0.784722,0.215278,0,0.000000,0.000000,0.000000
Desktop PC,Disaster,PriorityFresh,FISHDINNER,Urban,1024,400,0.300,900,60,0.994003,0.855000,0.777021,0.000000,0.543860,0.784722,0.215278,0,0.000000,0.000000,0.000000
Desktop PC,Disaster,PAFTinyLFU,FISHDINNER,Urban,1024,400,0.300,900,60,0.994003,0.855000,0.777021,0.000000,0.543860,0.784722,0.215278,0,0.000000,0.000000,0.000000
