policy,time,cacheSize,hits,misses,hitRate
PriorityFresh,522.00,128,601,2,0.996683
PriorityFresh,523.00,128,601,2,0.996683
PriorityFresh,524.00,128,603,2,0.996694
PriorityFresh,525.00,128,605,2,0.996705
PriorityFresh,526.00,128,608,2,0.996721
PriorityFresh,527.00,128,611,2,0.996737
PriorityFresh,528.00,128,612,2,0.996743
PriorityFresh,529.00,128,613,2,0.996748
PriorityFresh,530.00,128,615,2,0.996759
PriorityFresh,531.00,128,616,2,0.996764
PriorityFresh,532.00,128,617,2,0.996769
PriorityFresh,533.00,128,617,2,0.996769
PriorityFresh,534.00,128,617,2,0.996769
PriorityFresh,535.00,128,617,2,0.996769
PriorityFresh,536.00,128,618,2,0.996774
PriorityFresh,537.00,128,618,2,0.996774
PriorityFresh,538.00,128,622,2,0.996795
PriorityFresh,539.00,128,622,2,0.996795
PriorityFresh,540.00,128,622,2,0.996795
PriorityFresh,541.00,128,624,2,0.996805
PriorityFresh,542.00,128,626,2,0.996815
PriorityFresh,543.00,128,626,2,0.996815
PriorityFresh,544.00,128,629,2,0.996830
PriorityFresh,545.00,128,631,2,0.996840
PriorityFresh,546.00,128,635,2,0.996860
PriorityFresh,547.00,128,638,2,0.996875
PriorityFresh,548.00,128,639,2,0.996880
PriorityFresh,549.00,128,639,2,0.996880
PriorityFresh,550.00,128,643,2,0.996899
PriorityFresh,551.00,128,644,2,0.996904
PriorityFresh,552.00,128,647,2,0.996918
PriorityFresh,553.00,128,648,2,0.996923
PriorityFresh,554.00,128,648,2,0.996923
PriorityFresh,555.00,128,651,2,0.996937
PriorityFresh,556.00,128,653,2,0.996947
PriorityFresh,557.00,128,655,2,0.996956
PriorityFresh,558.00,128,656,2,0.996960
PriorityFresh,559.00,128,656,2,0.996960
PriorityFresh,560.00,128,658,2,0.996970
PriorityFresh,561.00,128,659,2,0.996974
PriorityFresh,562.00,128,662,2,0.996988
PriorityFresh,563.00,128,662,2,0.996988
PriorityFresh,564.00,128,662,2,0.996988
PriorityFresh,565.00,128,662,2,0.996988
PriorityFresh,566.00,128,662,2,0.996988
PriorityFresh,567.00,128,667,2,0.997010
PriorityFresh,568.00,128,671,2,0.997028
PriorityFresh,569.00,128,673,2,0.997037
PriorityFresh,570.00,127,675,2,0.997046
PriorityFresh,571.00,127,676,2,0.997050
PriorityFresh,572.00,127,677,2,0.997054
PriorityFresh,573.00,126,679,2,0.997063
PriorityFresh,574.00,126,679,2,0.997063
PriorityFresh,575.00,126,681,2,0.997072
PriorityFresh,576.00,128,683,2,0.997080
PriorityFresh,577.00,128,685,2,0.997089
PriorityFresh,578.00,128,688,2,0.997101
PriorityFresh,579.00,128,691,2,0.997114
PriorityFresh,580.00,128,691,2,0.997114
PriorityFresh,581.00,128,693,2,0.997122
PriorityFresh,582.00,128,695,2,0.997131
PriorityFresh,583.00,128,696,2,0.997135
PriorityFresh,584.00,128,696,2,0.997135
PriorityFresh,585.00,128,698,2,0.997143
PriorityFresh,586.00,128,698,2,0.997143
PriorityFresh,587.00,128,702,2,0.997159
PriorityFresh,588.00,128,704,2,0.997167
PriorityFresh,589.00,128,705,2,0.997171
PriorityFresh,590.00,128,709,2,0.997187
PriorityFresh,591.00,128,710,2,0.997191
PriorityFresh,592.00,128,711,2,0.997195
PriorityFresh,593.00,128,711,2,0.997195
PriorityFresh,594.00,128,712,2,0.997199
PriorityFresh,595.00,128,713,2,0.997203
PriorityFresh,596.00,128,713,2,0.997203
PriorityFresh,597.00,128,715,2,0.997211
PriorityFresh,598.00,128,720,2,0.997230
PriorityFresh,599.00,128,721,2,0.997234
PriorityFresh,600.00,128,723,2,0.997241
PriorityFresh,601.00,128,725,2,0.997249
PriorityFresh,602.00,128,731,2,0.997271
PriorityFresh,603.00,128,734,2,0.997283
PriorityFresh,604.00,128,736,2,0.997290
PriorityFresh,605.00,128,737,2,0.997294
PriorityFresh,606.00,128,739,2,0.997301
PriorityFresh,607.00,128,742,2,0.997312
PriorityFresh,608.00,128,744,2,0.997319
PriorityFresh,609.00,128,747,2,0.997330
PriorityFresh,610.00,128,747,2,0.997330
PriorityFresh,611.00,128,749,2,0.997337
PriorityFresh,612.00,128,750,2,0.997340
PriorityFresh,613.00,128,751,2,0.997344
PriorityFresh,614.00,128,752,2,0.997347
PriorityFresh,615.00,128,754,2,0.997354
PriorityFresh,616.00,128,755,2,0.997358
PriorityFresh,617.00,128,755,2,0.997358
PriorityFresh,618.00,128,756,2,0.997361
PriorityFresh,619.00,128,757,2,0.997365
PriorityFresh,620.00,128,760,2,0.997375
PriorityFresh,621.00,128,764,2,0.997389
PriorityFresh,622.00,128,766,2,0.997396
PriorityFresh,623.00,128,766,2,0.997396
PriorityFresh,624.00,128,768,2,0.997403
PriorityFresh,625.00,128,770,2,0.997409
PriorityFresh,626.00,128,772,2,0.997416
PriorityFresh,627.00,128,773,2,0.997419
PriorityFresh,628.00,128,778,2,0.997436
PriorityFresh,629.00,128,782,2,0.997449
PriorityFresh,630.00,128,786,2,0.997462
PriorityFresh,631.00,128,786,2,0.997462
PriorityFresh,632.00,128,788,2,0.997468
PriorityFresh,633.00,128,790,2,0.997475
PriorityFresh,634.00,128,793,2,0.997484
PriorityFresh,635.00,128,795,2,0.997491
PriorityFresh,636.00,128,796,2,0.997494
PriorityFresh,637.00,128,798,2,0.997500
PriorityFresh,638.00,128,800,2,0.997506
PriorityFresh,639.00,128,801,2,0.997509
PriorityFresh,640.00,128,802,2,0.997512
PriorityFresh,641.00,128,802,2,0.997512
PriorityFresh,642.00,128,802,2,0.997512
PriorityFresh,643.00,128,803,2,0.997516
PriorityFresh,644.00,128,805,2,0.997522
PriorityFresh,645.00,128,807,2,0.997528
PriorityFresh,646.00,128,811,2,0.997540
PriorityFresh,647.00,128,813,2,0.997546
PriorityFresh,648.00,128,814,2,0.997549
PriorityFresh,649.00,128,815,2,0.997552
PriorityFresh,650.00,128,817,2,0.997558
PriorityFresh,651.00,128,820,2,0.997567
PriorityFresh,652.00,128,822,2,0.997573
PriorityFresh,653.00,128,822,2,0.997573
PriorityFresh,654.00,128,823,2,0.997576
PriorityFresh,655.00,128,824,2,0.997579
PriorityFresh,656.00,128,827,2,0.997587
PriorityFresh,657.00,128,828,2,0.997590
PriorityFresh,658.00,128,829,2,0.997593
PriorityFresh,659.00,128,831,2,0.997599
PriorityFresh,660.00,128,833,2,0.997605
PriorityFresh,661.00,128,834,2,0.997608
PriorityFresh,662.00,128,834,2,0.997608
PriorityFresh,663.00,128,834,2,0.997608
PriorityFresh,664.00,128,837,2,0.997616
PriorityFresh,665.00,128,840,2,0.997625
PriorityFresh,666.00,128,844,2,0.997636
PriorityFresh,667.00,128,846,2,0.997642
PriorityFresh,668.00,128,849,2,0.997650
PriorityFresh,669.00,128,851,2,0.997655
PriorityFresh,670.00,128,852,2,0.997658
PriorityFresh,671.00,128,855,2,0.997666
PriorityFresh,672.00,128,857,2,0.997672
PriorityFresh,673.00,128,857,2,0.997672
PriorityFresh,674.00,128,859,2,0.997677
PriorityFresh,675.00,128,862,2,0.997685
PriorityFresh,676.00,128,864,2,0.997691
PriorityFresh,677.00,128,867,2,0.997699
PriorityFresh,678.00,128,868,2,0.997701
PriorityFresh,679.00,128,869,2,0.997704
PriorityFresh,680.00,128,870,2,0.997706
PriorityFresh,681.00,128,872,2,0.997712
PriorityFresh,682.00,128,874,2,0.997717
PriorityFresh,683.00,128,875,2,0.997719
PriorityFresh,684.00,128,878,2,0.997727
PriorityFresh,685.00,128,880,2,0.997732
PriorityFresh,686.00,128,882,2,0.997738
PriorityFresh,687.00,128,882,2,0.997738
PriorityFresh,688.00,128,883,2,0.997740
PriorityFresh,689.00,128,884,2,0.997743
PriorityFresh,690.00,128,888,2,0.997753
PriorityFresh,691.00,128,892,2,0.997763
PriorityFresh,692.00,128,896,2,0.997773
PriorityFresh,693.00,128,898,2,0.997778
PriorityFresh,694.00,128,901,2,0.997785
PriorityFresh,695.00,128,902,2,0.997788
PriorityFresh,696.00,128,904,2,0.997792
PriorityFresh,697.00,128,906,2,0.997797
PriorityFresh,698.00,128,908,2,0.997802
PriorityFresh,699.00,128,908,2,0.997802
PriorityFresh,700.00,128,909,2,0.997805
PriorityFresh,701.00,128,909,2,0.997805
PriorityFresh,702.00,128,911,2,0.997809
PriorityFresh,703.00,128,911,2,0.997809
PriorityFresh,704.00,128,912,2,0.997812
PriorityFresh,705.00,128,914,2,0.997817
PriorityFresh,706.00,128,917,2,0.997824
PriorityFresh,707.00,128,917,2,0.997824
PriorityFresh,708.00,128,920,2,0.997831
PriorityFresh,709.00,128,923,2,0.997838
PriorityFresh,710.00,128,926,2,0.997845
PriorityFresh,711.00,128,928,2,0.997849
PriorityFresh,712.00,128,931,2,0.997856
PriorityFresh,713.00,128,932,2,0.997859
PriorityFresh,714.00,128,935,2,0.997866
PriorityFresh,715.00,128,936,2,0.997868
PriorityFresh,716.00,128,936,2,0.997868
PriorityFresh,717.00,128,937,2,0.997870
PriorityFresh,718.00,128,940,2,0.997877
PriorityFresh,719.00,128,941,2,0.997879
PriorityFresh,720.00,127,943,2,0.997884
PriorityFresh,721.00,127,946,2,0.997890
PriorityFresh,722.00,127,946,2,0.997890
PriorityFresh,723.00,127,948,2,0.997895
PriorityFresh,724.00,127,950,2,0.997899
PriorityFresh,725.00,127,951,2,0.997901
PriorityFresh,726.00,127,953,2,0.997906
PriorityFresh,727.00,127,953,2,0.997906
PriorityFresh,728.00,127,953,2,0.997906
PriorityFresh,729.00,127,955,2,0.997910
PriorityFresh,730.00,127,957,2,0.997914
PriorityFresh,731.00,127,960,2,0.997921
PriorityFresh,732.00,127,962,2,0.997925
PriorityFresh,733.00,127,965,2,0.997932
PriorityFresh,734.00,127,967,2,0.997936
PriorityFresh,735.00,127,969,2,0.997940
PriorityFresh,736.00,127,971,2,0.997945
PriorityFresh,737.00,127,971,2,0.997945
PriorityFresh,738.00,127,973,2,0.997949
PriorityFresh,739.00,127,974,2,0.997951
PriorityFresh,740.00,127,976,2,0.997955
PriorityFresh,741.00,127,976,2,0.997955
PriorityFresh,742.00,127,979,2,0.997961
PriorityFresh,743.00,127,982,2,0.997967
PriorityFresh,744.00,127,984,2,0.997972
PriorityFresh,745.00,127,987,2,0.997978
PriorityFresh,746.00,127,987,2,0.997978
PriorityFresh,747.00,127,988,2,0.997980
PriorityFresh,748.00,127,988,2,0.997980
PriorityFresh,749.00,127,989,2,0.997982
PriorityFresh,750.00,127,991,2,0.997986
PriorityFresh,751.00,127,991,2,0.997986
PriorityFresh,752.00,127,992,2,0.997988
PriorityFresh,753.00,127,994,2,0.997992
PriorityFresh,754.00,127,995,2,0.997994
PriorityFresh,755.00,127,1000,2,0.998004
PriorityFresh,756.00,127,1001,2,0.998006
PriorityFresh,757.00,126,1005,2,0.998014
PriorityFresh,758.00,126,1007,2,0.998018
PriorityFresh,759.00,126,1009,2,0.998022
PriorityFresh,760.00,126,1013,2,0.998030
PriorityFresh,761.00,126,1016,2,0.998035
PriorityFresh,762.00,126,1018,2,0.998039
PriorityFresh,763.00,126,1019,2,0.998041
PriorityFresh,764.00,126,1019,2,0.998041
PriorityFresh,765.00,126,1021,2,0.998045
PriorityFresh,766.00,126,1023,2,0.998049
PriorityFresh,767.00,126,1025,2,0.998053
PriorityFresh,768.00,126,1026,2,0.998054
PriorityFresh,769.00,126,1027,2,0.998056
PriorityFresh,770.00,126,1029,2,0.998060
PriorityFresh,771.00,126,1030,2,0.998062
PriorityFresh,772.00,126,1033,2,0.998068
PriorityFresh,773.00,126,1039,2,0.998079
PriorityFresh,774.00,126,1041,2,0.998082
PriorityFresh,775.00,126,1043,2,0.998086
PriorityFresh,776.00,126,1044,2,0.998088
PriorityFresh,777.00,126,1045,2,0.998090
PriorityFresh,778.00,126,1045,2,0.998090
PriorityFresh,779.00,126,1047,2,0.998093
PriorityFresh,780.00,126,1050,2,0.998099
PriorityFresh,781.00,126,1050,2,0.998099
PriorityFresh,782.00,126,1050,2,0.998099
PriorityFresh,783.00,126,1050,2,0.998099
PriorityFresh,784.00,126,1052,2,0.998102
PriorityFresh,785.00,126,1052,2,0.998102
PriorityFresh,786.00,126,1054,2,0.998106
PriorityFresh,787.00,126,1056,2,0.998110
PriorityFresh,788.00,126,1059,2,0.998115
PriorityFresh,789.00,126,1060,2,0.998117
PriorityFresh,790.00,126,1060,2,0.998117
PriorityFresh,791.00,126,1065,2,0.998126
PriorityFresh,792.00,126,1067,2,0.998129
PriorityFresh,793.00,126,1069,2,0.998133
PriorityFresh,794.00,126,1070,2,0.998134
PriorityFresh,795.00,126,1071,2,0.998136
PriorityFresh,796.00,126,1072,2,0.998138
PriorityFresh,797.00,126,1073,2,0.998140
PriorityFresh,798.00,126,1077,2,0.998146
PriorityFresh,799.00,126,1082,2,0.998155
PriorityFresh,800.00,126,1083,2,0.998157
PriorityFresh,801.00,126,1083,2,0.998157
PriorityFresh,802.00,126,1085,2,0.998160
PriorityFresh,803.00,126,1087,2,0.998163
PriorityFresh,804.00,126,1088,2,0.998165
PriorityFresh,805.00,126,1093,2,0.998174
PriorityFresh,806.00,126,1095,2,0.998177
PriorityFresh,807.00,126,1096,2,0.998179
PriorityFresh,808.00,126,1098,2,0.998182
PriorityFresh,809.00,126,1100,2,0.998185
PriorityFresh,810.00,126,1102,2,0.998188
PriorityFresh,811.00,126,1107,2,0.998197
PriorityFresh,812.00,126,1108,2,0.998198
PriorityFresh,813.00,126,1109,2,0.998200
PriorityFresh,814.00,126,1112,2,0.998205
PriorityFresh,815.00,126,1114,2,0.998208
PriorityFresh,816.00,126,1115,2,0.998209
PriorityFresh,817.00,126,1115,2,0.998209
PriorityFresh,818.00,126,1118,2,0.998214
PriorityFresh,819.00,126,1120,2,0.998217
PriorityFresh,820.00,126,1124,2,0.998224
PriorityFresh,821.00,126,1126,2,0.998227
PriorityFresh,822.00,126,1128,2,0.998230
PriorityFresh,823.00,126,1130,2,0.998233
PriorityFresh,824.00,126,1132,2,0.998236
PriorityFresh,825.00,126,1134,2,0.998239
PriorityFresh,826.00,126,1135,2,0.998241
PriorityFresh,827.00,126,1137,2,0.998244
PriorityFresh,828.00,126,1139,2,0.998247
PriorityFresh,829.00,126,1141,2,0.998250
PriorityFresh,830.00,126,1145,2,0.998256
PriorityFresh,831.00,126,1146,2,0.998258
PriorityFresh,832.00,126,1148,2,0.998261
PriorityFresh,833.00,126,1150,2,0.998264
PriorityFresh,834.00,126,1151,2,0.998265
PriorityFresh,835.00,126,1154,2,0.998270
PriorityFresh,836.00,126,1156,2,0.998273
PriorityFresh,837.00,126,1158,2,0.998276
PriorityFresh,838.00,126,1160,2,0.998279
PriorityFresh,839.00,126,1162,2,0.998282
PriorityFresh,840.00,126,1167,2,0.998289
PriorityFresh,841.00,126,1168,2,0.998291
PriorityFresh,842.00,126,1169,2,0.998292
PriorityFresh,843.00,126,1173,2,0.998298
PriorityFresh,844.00,126,1174,2,0.998299
PriorityFresh,845.00,126,1177,2,0.998304
PriorityFresh,846.00,126,1181,2,0.998309
PriorityFresh,847.00,125,1182,2,0.998311
PriorityFresh,848.00,125,1185,2,0.998315
PriorityFresh,849.00,125,1185,2,0.998315
PriorityFresh,850.00,125,1185,2,0.998315
PriorityFresh,851.00,124,1186,2,0.998316
PriorityFresh,852.00,124,1187,2,0.998318
PriorityFresh,853.00,124,1188,2,0.998319
PriorityFresh,854.00,124,1190,2,0.998322
PriorityFresh,855.00,124,1194,2,0.998328
PriorityFresh,856.00,124,1195,2,0.998329
PriorityFresh,857.00,124,1195,2,0.998329
PriorityFresh,858.00,124,1198,2,0.998333
PriorityFresh,859.00,124,1201,2,0.998337
PriorityFresh,860.00,124,1203,2,0.998340
PriorityFresh,861.00,124,1204,2,0.998342
PriorityFresh,862.00,124,1204,2,0.998342
PriorityFresh,863.00,124,1206,2,0.998344
PriorityFresh,864.00,124,1206,2,0.998344
PriorityFresh,865.00,124,1209,2,0.998348
PriorityFresh,866.00,124,1209,2,0.998348
PriorityFresh,867.00,124,1211,2,0.998351
PriorityFresh,868.00,124,1211,2,0.998351
PriorityFresh,869.00,124,1214,2,0.998355
PriorityFresh,870.00,124,1219,2,0.998362
PriorityFresh,871.00,124,1219,2,0.998362
PriorityFresh,872.00,124,1220,2,0.998363
PriorityFresh,873.00,123,1221,2,0.998365
PriorityFresh,874.00,123,1223,2,0.998367
PriorityFresh,875.00,123,1223,2,0.998367
PriorityFresh,876.00,123,1224,2,0.998369
PriorityFresh,877.00,123,1225,2,0.998370
PriorityFresh,878.00,123,1225,2,0.998370
PriorityFresh,879.00,123,1225,2,0.998370
PriorityFresh,880.00,123,1228,2,0.998374
PriorityFresh,881.00,122,1230,2,0.998377
PriorityFresh,882.00,122,1232,2,0.998379
PriorityFresh,883.00,122,1232,2,0.998379
PriorityFresh,884.00,122,1233,2,0.998381
PriorityFresh,885.00,122,1236,2,0.998384
PriorityFresh,886.00,122,1237,2,0.998386
PriorityFresh,887.00,122,1237,2,0.998386
PriorityFresh,888.00,122,1238,2,0.998387
PriorityFresh,889.00,122,1239,2,0.998388
PriorityFresh,890.00,122,1240,2,0.998390
PriorityFresh,891.00,122,1240,2,0.998390
PriorityFresh,892.00,121,1241,2,0.998391
PriorityFresh,893.00,121,1244,2,0.998395
PriorityFresh,894.00,121,1244,2,0.998395
PriorityFresh,895.00,121,1247,2,0.998399
PriorityFresh,896.00,121,1247,2,0.998399
PriorityFresh,897.00,121,1249,2,0.998401
PriorityFresh,898.00,121,1255,2,0.998409
PriorityFresh,899.00,121,1257,2,0.998411
PAFTinyLFU,0.00,0,0,2,0.000000
PAFTinyLFU,1.00,1,3,2,0.600000
PAFTinyLFU,2.00,2,6,2,0.750000
PAFTinyLFU,3.00,3,6,2,0.750000
PAFTinyLFU,4.00,3,8,2,0.800000
PAFTinyLFU,5.00,3,8,2,0.800000
PAFTinyLFU,6.00,3,9,2,0.818182
PAFTinyLFU,7.00,3,9,2,0.818182
PAFTinyLFU,8.00,3,10,2,0.833333
PAFTinyLFU,9.00,4,11,2,0.846154
PAFTinyLFU,10.00,5,11,2,0.846154
PAFTinyLFU,11.00,6,11,2,0.846154
PAFTinyLFU,12.00,7,12,2,0.857143
PAFTinyLFU,13.00,7,14,2,0.875000
PAFTinyLFU,14.00,7,14,2,0.875000
PAFTinyLFU,15.00,8,15,2,0.882353
PAFTinyLFU,16.00,9,15,2,0.882353
PAFTinyLFU,17.00,10,16,2,0.888889
PAFTinyLFU,18.00,11,17,2,0.894737
PAFTinyLFU,19.00,12,17,2,0.894737
PAFTinyLFU,20.00,12,19,2,0.904762
PAFTinyLFU,21.00,14,19,2,0.904762
PAFTinyLFU,22.00,15,20,2,0.909091
PAFTinyLFU,23.00,15,21,2,0.913043
PAFTinyLFU,24.00,15,23,2,0.920000
PAFTinyLFU,25.00,16,26,2,0.928571
PAFTinyLFU,26.00,17,27,2,0.931034
PAFTinyLFU,27.00,17,29,2,0.935484
PAFTinyLFU,28.00,18,31,2,0.939394
PAFTinyLFU,29.00,18,31,2,0.939394
PAFTinyLFU,30.00,20,32,2,0.941176
PAFTinyLFU,31.00,20,33,2,0.942857
PAFTinyLFU,32.00,20,33,2,0.942857
PAFTinyLFU,33.00,20,36,2,0.947368
PAFTinyLFU,34.00,21,39,2,0.951220
PAFTinyLFU,35.00,21,39,2,0.951220
PAFTinyLFU,36.00,22,39,2,0.951220
PAFTinyLFU,37.00,22,42,2,0.954545
PAFTinyLFU,38.00,23,42,2,0.954545
PAFTinyLFU,39.00,24,42,2,0.954545
PAFTinyLFU,40.00,24,42,2,0.954545
PAFTinyLFU,41.00,24,43,2,0.955556
PAFTinyLFU,42.00,24,43,2,0.955556
PAFTinyLFU,43.00,24,45,2,0.957447
PAFTinyLFU,44.00,24,46,2,0.958333
PAFTinyLFU,45.00,24,46,2,0.958333
PAFTinyLFU,46.00,24,46,2,0.958333
PAFTinyLFU,47.00,25,46,2,0.958333
PAFTinyLFU,48.00,25,46,2,0.958333
PAFTinyLFU,49.00,26,47,2,0.959184
PAFTinyLFU,50.00,26,50,2,0.961538
PAFTinyLFU,51.00,27,50,2,0.961538
PAFTinyLFU,52.00,27,50,2,0.961538
PAFTinyLFU,53.00,28,52,2,0.962963
PAFTinyLFU,54.00,28,53,2,0.963636
PAFTinyLFU,55.00,29,53,2,0.963636
PAFTinyLFU,56.00,30,55,2,0.964912
PAFTinyLFU,57.00,32,56,2,0.965517
PAFTinyLFU,58.00,32,57,2,0.966102
PAFTinyLFU,59.00,32,57,2,0.966102
PAFTinyLFU,60.00,32,57,2,0.966102
PAFTinyLFU,61.00,32,57,2,0.966102
PAFTinyLFU,62.00,33,58,2,0.966667
PAFTinyLFU,63.00,33,59,2,0.967213
PAFTinyLFU,64.00,34,62,2,0.968750
PAFTinyLFU,65.00,35,62,2,0.968750
PAFTinyLFU,66.00,36,64,2,0.969697
PAFTinyLFU,67.00,36,64,2,0.969697
PAFTinyLFU,68.00,37,65,2,0.970149
PAFTinyLFU,69.00,38,65,2,0.970149
PAFTinyLFU,70.00,39,66,2,0.970588
PAFTinyLFU,71.00,39,67,2,0.971014
PAFTinyLFU,72.00,40,68,2,0.971429
PAFTinyLFU,73.00,41,68,2,0.971429
PAFTinyLFU,74.00,41,70,2,0.972222
PAFTinyLFU,75.00,43,71,2,0.972603
PAFTinyLFU,76.00,43,73,2,0.973333
PAFTinyLFU,77.00,43,74,2,0.973684
PAFTinyLFU,78.00,45,75,2,0.974026
PAFTinyLFU,79.00,45,76,2,0.974359
PAFTinyLFU,80.00,45,76,2,0.974359
PAFTinyLFU,81.00,46,76,2,0.974359
PAFTinyLFU,82.00,46,79,2,0.975309
PAFTinyLFU,83.00,46,79,2,0.975309
PAFTinyLFU,84.00,47,81,2,0.975904
PAFTinyLFU,85.00,47,83,2,0.976471
PAFTinyLFU,86.00,49,85,2,0.977011
PAFTinyLFU,87.00,49,86,2,0.977273
PAFTinyLFU,88.00,49,87,2,0.977528
PAFTinyLFU,89.00,49,87,2,0.977528
PAFTinyLFU,90.00,49,88,2,0.977778
PAFTinyLFU,91.00,50,88,2,0.977778
PAFTinyLFU,92.00,51,89,2,0.978022
PAFTinyLFU,93.00,52,89,2,0.978022
PAFTinyLFU,94.00,52,90,2,0.978261
PAFTinyLFU,95.00,52,90,2,0.978261
PAFTinyLFU,96.00,52,90,2,0.978261
PAFTinyLFU,97.00,53,90,2,0.978261
PAFTinyLFU,98.00,53,90,2,0.978261
PAFTinyLFU,99.00,53,90,2,0.978261
PAFTinyLFU,100.00,53,92,2,0.978723
PAFTinyLFU,101.00,54,95,2,0.979381
PAFTinyLFU,102.00,54,95,2,0.979381
PAFTinyLFU,103.00,55,96,2,0.979592
PAFTinyLFU,104.00,55,98,2,0.980000
PAFTinyLFU,105.00,55,100,2,0.980392
PAFTinyLFU,106.00,55,100,2,0.980392
PAFTinyLFU,107.00,56,101,2,0.980583
PAFTinyLFU,108.00,57,101,2,0.980583
PAFTinyLFU,109.00,57,102,2,0.980769
PAFTinyLFU,110.00,58,102,2,0.980769
PAFTinyLFU,111.00,59,103,2,0.980952
PAFTinyLFU,112.00,59,103,2,0.980952
PAFTinyLFU,113.00,60,105,2,0.981308
PAFTinyLFU,114.00,60,105,2,0.981308
PAFTinyLFU,115.00,60,105,2,0.981308
PAFTinyLFU,116.00,60,105,2,0.981308
PAFTinyLFU,117.00,61,106,2,0.981481
PAFTinyLFU,118.00,62,107,2,0.981651
PAFTinyLFU,119.00,62,107,2,0.981651
PAFTinyLFU,120.00,64,108,2,0.981818
PAFTinyLFU,121.00,65,108,2,0.981818
PAFTinyLFU,122.00,65,108,2,0.981818
PAFTinyLFU,123.00,65,109,2,0.981982
PAFTinyLFU,124.00,66,109,2,0.981982
PAFTinyLFU,125.00,67,109,2,0.981982
PAFTinyLFU,126.00,67,110,2,0.982143
PAFTinyLFU,127.00,67,113,2,0.982609
PAFTinyLFU,128.00,67,113,2,0.982609
PAFTinyLFU,129.00,68,113,2,0.982609
PAFTinyLFU,130.00,68,115,2,0.982906
PAFTinyLFU,131.00,68,115,2,0.982906
PAFTinyLFU,132.00,69,118,2,0.983333
PAFTinyLFU,133.00,69,118,2,0.983333
PAFTinyLFU,134.00,70,118,2,0.983333
PAFTinyLFU,135.00,70,118,2,0.983333
PAFTinyLFU,136.00,70,118,2,0.983333
PAFTinyLFU,137.00,70,122,2,0.983871
PAFTinyLFU,138.00,70,122,2,0.983871
PAFTinyLFU,139.00,70,123,2,0.984000
PAFTinyLFU,140.00,70,126,2,0.984375
PAFTinyLFU,141.00,70,126,2,0.984375
PAFTinyLFU,142.00,70,128,2,0.984615
PAFTinyLFU,143.00,70,129,2,0.984733
PAFTinyLFU,144.00,70,131,2,0.984962
PAFTinyLFU,145.00,70,131,2,0.984962
PAFTinyLFU,146.00,70,132,2,0.985075
PAFTinyLFU,147.00,72,135,2,0.985401
PAFTinyLFU,148.00,72,137,2,0.985612
PAFTinyLFU,149.00,73,137,2,0.985612
PAFTinyLFU,150.00,74,138,2,0.985714
PAFTinyLFU,151.00,75,139,2,0.985816
PAFTinyLFU,152.00,75,139,2,0.985816
PAFTinyLFU,153.00,75,140,2,0.985915
PAFTinyLFU,154.00,76,141,2,0.986014
PAFTinyLFU,155.00,77,142,2,0.986111
PAFTinyLFU,156.00,78,143,2,0.986207
PAFTinyLFU,157.00,78,143,2,0.986207
PAFTinyLFU,158.00,78,147,2,0.986577
PAFTinyLFU,159.00,78,147,2,0.986577
PAFTinyLFU,160.00,78,148,2,0.986667
PAFTinyLFU,161.00,79,151,2,0.986928
PAFTinyLFU,162.00,80,152,2,0.987013
PAFTinyLFU,163.00,80,154,2,0.987179
PAFTinyLFU,164.00,81,155,2,0.987261
PAFTinyLFU,165.00,82,157,2,0.987421
PAFTinyLFU,166.00,82,157,2,0.987421
PAFTinyLFU,167.00,83,158,2,0.987500
PAFTinyLFU,168.00,84,159,2,0.987578
PAFTinyLFU,169.00,86,160,2,0.987654
PAFTinyLFU,170.00,86,161,2,0.987730
PAFTinyLFU,171.00,88,162,2,0.987805
PAFTinyLFU,172.00,88,162,2,0.987805
PAFTinyLFU,173.00,88,165,2,0.988024
PAFTinyLFU,174.00,88,165,2,0.988024
PAFTinyLFU,175.00,89,165,2,0.988024
PAFTinyLFU,176.00,89,166,2,0.988095
PAFTinyLFU,177.00,90,168,2,0.988235
PAFTinyLFU,178.00,91,169,2,0.988304
PAFTinyLFU,179.00,92,169,2,0.988304
PAFTinyLFU,180.00,92,174,2,0.988636
PAFTinyLFU,181.00,92,176,2,0.988764
PAFTinyLFU,182.00,92,178,2,0.988889
PAFTinyLFU,183.00,93,179,2,0.988950
PAFTinyLFU,184.00,94,182,2,0.989130
PAFTinyLFU,185.00,95,183,2,0.989189
PAFTinyLFU,186.00,95,185,2,0.989305
PAFTinyLFU,187.00,95,186,2,0.989362
PAFTinyLFU,188.00,95,190,2,0.989583
PAFTinyLFU,189.00,96,192,2,0.989691
PAFTinyLFU,190.00,96,192,2,0.989691
PAFTinyLFU,191.00,96,197,2,0.989950
PAFTinyLFU,192.00,97,201,2,0.990148
PAFTinyLFU,193.00,98,202,2,0.990196
PAFTinyLFU,194.00,98,202,2,0.990196
PAFTinyLFU,195.00,99,204,2,0.990291
PAFTinyLFU,196.00,99,204,2,0.990291
PAFTinyLFU,197.00,99,206,2,0.990385
PAFTinyLFU,198.00,99,206,2,0.990385
PAFTinyLFU,199.00,101,206,2,0.990385
PAFTinyLFU,200.00,102,206,2,0.990385
PAFTinyLFU,201.00,103,206,2,0.990385
PAFTinyLFU,202.00,103,206,2,0.990385
PAFTinyLFU,203.00,104,206,2,0.990385
PAFTinyLFU,204.00,106,208,2,0.990476
