policy,time,cacheSize,hits,misses,hitRate
PAFTinyLFU,205.00,107,209,2,0.990521
PAFTinyLFU,206.00,107,210,2,0.990566
PAFTinyLFU,207.00,109,211,2,0.990610
PAFTinyLFU,208.00,110,212,2,0.990654
PAFTinyLFU,209.00,110,214,2,0.990741
PAFTinyLFU,210.00,110,214,2,0.990741
PAFTinyLFU,211.00,111,215,2,0.990783
PAFTinyLFU,212.00,111,215,2,0.990783
PAFTinyLFU,213.00,113,215,2,0.990783
PAFTinyLFU,214.00,113,217,2,0.990868
PAFTinyLFU,215.00,114,217,2,0.990868
PAFTinyLFU,216.00,115,218,2,0.990909
PAFTinyLFU,217.00,115,218,2,0.990909
PAFTinyLFU,218.00,115,220,2,0.990991
PAFTinyLFU,219.00,115,220,2,0.990991
PAFTinyLFU,220.00,115,221,2,0.991031
PAFTinyLFU,221.00,116,222,2,0.991071
PAFTinyLFU,222.00,116,223,2,0.991111
PAFTinyLFU,223.00,117,224,2,0.991150
PAFTinyLFU,224.00,118,224,2,0.991150
PAFTinyLFU,225.00,118,224,2,0.991150
PAFTinyLFU,226.00,120,224,2,0.991150
PAFTinyLFU,227.00,121,224,2,0.991150
PAFTinyLFU,228.00,122,225,2,0.991189
PAFTinyLFU,229.00,123,226,2,0.991228
PAFTinyLFU,230.00,125,227,2,0.991266
PAFTinyLFU,231.00,126,227,2,0.991266
PAFTinyLFU,232.00,127,227,2,0.991266
PAFTinyLFU,233.00,127,228,2,0.991304
PAFTinyLFU,234.00,128,230,2,0.991379
PAFTinyLFU,235.00,128,230,2,0.991379
PAFTinyLFU,236.00,128,230,2,0.991379
PAFTinyLFU,237.00,128,231,2,0.991416
PAFTinyLFU,238.00,128,233,2,0.991489
PAFTinyLFU,239.00,128,233,2,0.991489
PAFTinyLFU,240.00,128,233,2,0.991489
PAFTinyLFU,241.00,128,235,2,0.991561
PAFTinyLFU,242.00,128,236,2,0.991597
PAFTinyLFU,243.00,128,237,2,0.991632
PAFTinyLFU,244.00,128,238,2,0.991667
PAFTinyLFU,245.00,128,240,2,0.991736
PAFTinyLFU,246.00,128,241,2,0.991770
PAFTinyLFU,247.00,128,243,2,0.991837
PAFTinyLFU,248.00,128,247,2,0.991968
PAFTinyLFU,249.00,128,248,2,0.992000
PAFTinyLFU,250.00,128,248,2,0.992000
PAFTinyLFU,251.00,128,248,2,0.992000
PAFTinyLFU,252.00,128,250,2,0.992063
PAFTinyLFU,253.00,128,253,2,0.992157
PAFTinyLFU,254.00,128,255,2,0.992218
PAFTinyLFU,255.00,128,256,2,0.992248
PAFTinyLFU,256.00,128,258,2,0.992308
PAFTinyLFU,257.00,128,259,2,0.992337
PAFTinyLFU,258.00,128,260,2,0.992366
PAFTinyLFU,259.00,128,261,2,0.992395
PAFTinyLFU,260.00,128,261,2,0.992395
PAFTinyLFU,261.00,128,261,2,0.992395
PAFTinyLFU,262.00,128,262,2,0.992424
PAFTinyLFU,263.00,128,262,2,0.992424
PAFTinyLFU,264.00,128,264,2,0.992481
PAFTinyLFU,265.00,128,266,2,0.992537
PAFTinyLFU,266.00,128,268,2,0.992593
PAFTinyLFU,267.00,128,270,2,0.992647
PAFTinyLFU,268.00,128,271,2,0.992674
PAFTinyLFU,269.00,128,271,2,0.992674
PAFTinyLFU,270.00,128,271,2,0.992674
PAFTinyLFU,271.00,128,272,2,0.992701
PAFTinyLFU,272.00,128,272,2,0.992701
PAFTinyLFU,273.00,128,272,2,0.992701
PAFTinyLFU,274.00,128,274,2,0.992754
PAFTinyLFU,275.00,128,276,2,0.992806
PAFTinyLFU,276.00,128,277,2,0.992832
PAFTinyLFU,277.00,128,278,2,0.992857
PAFTinyLFU,278.00,128,279,2,0.992883
PAFTinyLFU,279.00,128,280,2,0.992908
PAFTinyLFU,280.00,128,281,2,0.992933
PAFTinyLFU,281.00,128,281,2,0.992933
PAFTinyLFU,282.00,128,281,2,0.992933
PAFTinyLFU,283.00,128,281,2,0.992933
PAFTinyLFU,284.00,128,281,2,0.992933
PAFTinyLFU,285.00,128,284,2,0.993007
PAFTinyLFU,286.00,128,284,2,0.993007
PAFTinyLFU,287.00,128,285,2,0.993031
PAFTinyLFU,288.00,128,287,2,0.993080
PAFTinyLFU,289.00,128,287,2,0.993080
PAFTinyLFU,290.00,128,288,2,0.993103
PAFTinyLFU,291.00,128,290,2,0.993151
PAFTinyLFU,292.00,128,294,2,0.993243
PAFTinyLFU,293.00,128,295,2,0.993266
PAFTinyLFU,294.00,128,295,2,0.993266
PAFTinyLFU,295.00,128,297,2,0.993311
PAFTinyLFU,296.00,128,298,2,0.993333
PAFTinyLFU,297.00,128,299,2,0.993355
PAFTinyLFU,298.00,128,301,2,0.993399
PAFTinyLFU,299.00,128,303,2,0.993443
PAFTinyLFU,300.00,128,304,2,0.993464
PAFTinyLFU,301.00,128,304,2,0.993464
PAFTinyLFU,302.00,128,305,2,0.993485
PAFTinyLFU,303.00,128,305,2,0.993485
PAFTinyLFU,304.00,128,306,2,0.993506
PAFTinyLFU,305.00,128,307,2,0.993528
PAFTinyLFU,306.00,128,308,2,0.993548
PAFTinyLFU,307.00,128,311,2,0.993610
PAFTinyLFU,308.00,128,313,2,0.993651
PAFTinyLFU,309.00,128,314,2,0.993671
PAFTinyLFU,310.00,128,315,2,0.993691
PAFTinyLFU,311.00,128,316,2,0.993711
PAFTinyLFU,312.00,128,317,2,0.993730
PAFTinyLFU,313.00,128,317,2,0.993730
PAFTinyLFU,314.00,128,317,2,0.993730
PAFTinyLFU,315.00,128,317,2,0.993730
PAFTinyLFU,316.00,128,318,2,0.993750
PAFTinyLFU,317.00,128,318,2,0.993750
PAFTinyLFU,318.00,128,318,2,0.993750
PAFTinyLFU,319.00,128,319,2,0.993769
PAFTinyLFU,320.00,128,321,2,0.993808
PAFTinyLFU,321.00,128,323,2,0.993846
PAFTinyLFU,322.00,128,325,2,0.993884
PAFTinyLFU,323.00,128,327,2,0.993921
PAFTinyLFU,324.00,128,329,2,0.993958
PAFTinyLFU,325.00,128,329,2,0.993958
PAFTinyLFU,326.00,128,331,2,0.993994
PAFTinyLFU,327.00,128,332,2,0.994012
PAFTinyLFU,328.00,128,333,2,0.994030
PAFTinyLFU,329.00,128,333,2,0.994030
PAFTinyLFU,330.00,128,333,2,0.994030
PAFTinyLFU,331.00,128,335,2,0.994065
PAFTinyLFU,332.00,128,338,2,0.994118
PAFTinyLFU,333.00,128,339,2,0.994135
PAFTinyLFU,334.00,128,339,2,0.994135
PAFTinyLFU,335.00,128,340,2,0.994152
PAFTinyLFU,336.00,128,340,2,0.994152
PAFTinyLFU,337.00,128,341,2,0.994169
PAFTinyLFU,338.00,128,341,2,0.994169
PAFTinyLFU,339.00,128,343,2,0.994203
PAFTinyLFU,340.00,128,343,2,0.994203
PAFTinyLFU,341.00,128,345,2,0.994236
PAFTinyLFU,342.00,128,350,2,0.994318
PAFTinyLFU,343.00,128,350,2,0.994318
PAFTinyLFU,344.00,128,351,2,0.994334
PAFTinyLFU,345.00,128,353,2,0.994366
PAFTinyLFU,346.00,128,354,2,0.994382
PAFTinyLFU,347.00,128,354,2,0.994382
PAFTinyLFU,348.00,128,355,2,0.994398
PAFTinyLFU,349.00,128,355,2,0.994398
PAFTinyLFU,350.00,128,355,2,0.994398
PAFTinyLFU,351.00,128,355,2,0.994398
PAFTinyLFU,352.00,128,356,2,0.994413
PAFTinyLFU,353.00,128,359,2,0.994460
PAFTinyLFU,354.00,128,360,2,0.994475
PAFTinyLFU,355.00,128,361,2,0.994490
PAFTinyLFU,356.00,128,363,2,0.994521
PAFTinyLFU,357.00,128,364,2,0.994536
PAFTinyLFU,358.00,128,365,2,0.994550
PAFTinyLFU,359.00,128,365,2,0.994550
PAFTinyLFU,360.00,128,366,2,0.994565
PAFTinyLFU,361.00,128,367,2,0.994580
PAFTinyLFU,362.00,128,368,2,0.994595
PAFTinyLFU,363.00,128,369,2,0.994609
PAFTinyLFU,364.00,128,370,2,0.994624
PAFTinyLFU,365.00,128,371,2,0.994638
PAFTinyLFU,366.00,128,372,2,0.994652
PAFTinyLFU,367.00,128,373,2,0.994667
PAFTinyLFU,368.00,128,374,2,0.994681
PAFTinyLFU,369.00,128,376,2,0.994709
PAFTinyLFU,370.00,128,376,2,0.994709
PAFTinyLFU,371.00,128,377,2,0.994723
PAFTinyLFU,372.00,128,378,2,0.994737
PAFTinyLFU,373.00,128,380,2,0.994764
PAFTinyLFU,374.00,128,381,2,0.994778
PAFTinyLFU,375.00,128,382,2,0.994792
PAFTinyLFU,376.00,128,383,2,0.994805
PAFTinyLFU,377.00,128,384,2,0.994819
PAFTinyLFU,378.00,128,384,2,0.994819
PAFTinyLFU,379.00,128,385,2,0.994832
PAFTinyLFU,380.00,128,387,2,0.994859
PAFTinyLFU,381.00,128,388,2,0.994872
PAFTinyLFU,382.00,128,389,2,0.994885
PAFTinyLFU,383.00,128,389,2,0.994885
PAFTinyLFU,384.00,128,389,2,0.994885
PAFTinyLFU,385.00,128,389,2,0.994885
PAFTinyLFU,386.00,128,389,2,0.994885
PAFTinyLFU,387.00,128,390,2,0.994898
PAFTinyLFU,388.00,128,390,2,0.994898
PAFTinyLFU,389.00,128,390,2,0.994898
PAFTinyLFU,390.00,128,390,2,0.994898
PAFTinyLFU,391.00,128,392,2,0.994924
PAFTinyLFU,392.00,128,392,2,0.994924
PAFTinyLFU,393.00,128,396,2,0.994975
PAFTinyLFU,394.00,128,397,2,0.994987
PAFTinyLFU,395.00,128,397,2,0.994987
PAFTinyLFU,396.00,128,398,2,0.995000
PAFTinyLFU,397.00,128,398,2,0.995000
PAFTinyLFU,398.00,128,399,2,0.995012
PAFTinyLFU,399.00,128,400,2,0.995025
PAFTinyLFU,400.00,128,402,2,0.995050
PAFTinyLFU,401.00,128,402,2,0.995050
PAFTinyLFU,402.00,128,402,2,0.995050
PAFTinyLFU,403.00,128,402,2,0.995050
PAFTinyLFU,404.00,128,405,2,0.995086
PAFTinyLFU,405.00,128,406,2,0.995098
PAFTinyLFU,406.00,128,407,2,0.995110
PAFTinyLFU,407.00,128,409,2,0.995134
PAFTinyLFU,408.00,128,409,2,0.995134
PAFTinyLFU,409.00,128,409,2,0.995134
PAFTinyLFU,410.00,128,411,2,0.995157
PAFTinyLFU,411.00,128,411,2,0.995157
PAFTinyLFU,412.00,128,411,2,0.995157
PAFTinyLFU,413.00,128,411,2,0.995157
PAFTinyLFU,414.00,128,411,2,0.995157
PAFTinyLFU,415.00,128,413,2,0.995181
PAFTinyLFU,416.00,128,414,2,0.995192
PAFTinyLFU,417.00,128,414,2,0.995192
PAFTinyLFU,418.00,128,414,2,0.995192
PAFTinyLFU,419.00,128,416,2,0.995215
PAFTinyLFU,420.00,128,419,2,0.995249
PAFTinyLFU,421.00,128,422,2,0.995283
PAFTinyLFU,422.00,128,423,2,0.995294
PAFTinyLFU,423.00,128,423,2,0.995294
PAFTinyLFU,424.00,128,424,2,0.995305
PAFTinyLFU,425.00,128,430,2,0.995370
PAFTinyLFU,426.00,128,432,2,0.995392
PAFTinyLFU,427.00,128,435,2,0.995423
PAFTinyLFU,428.00,128,437,2,0.995444
PAFTinyLFU,429.00,128,437,2,0.995444
PAFTinyLFU,430.00,128,437,2,0.995444
PAFTinyLFU,431.00,128,438,2,0.995455
PAFTinyLFU,432.00,128,440,2,0.995475
PAFTinyLFU,433.00,128,441,2,0.995485
PAFTinyLFU,434.00,128,442,2,0.995495
PAFTinyLFU,435.00,128,442,2,0.995495
PAFTinyLFU,436.00,128,446,2,0.995536
PAFTinyLFU,437.00,128,447,2,0.995546
PAFTinyLFU,438.00,128,449,2,0.995565
PAFTinyLFU,439.00,128,449,2,0.995565
PAFTinyLFU,440.00,128,451,2,0.995585
PAFTinyLFU,441.00,128,454,2,0.995614
PAFTinyLFU,442.00,128,457,2,0.995643
PAFTinyLFU,443.00,128,458,2,0.995652
PAFTinyLFU,444.00,128,460,2,0.995671
PAFTinyLFU,445.00,128,463,2,0.995699
PAFTinyLFU,446.00,128,464,2,0.995708
PAFTinyLFU,447.00,128,466,2,0.995726
PAFTinyLFU,448.00,128,471,2,0.995772
PAFTinyLFU,449.00,128,472,2,0.995781
PAFTinyLFU,450.00,128,475,2,0.995807
PAFTinyLFU,451.00,128,476,2,0.995816
PAFTinyLFU,452.00,128,477,2,0.995825
PAFTinyLFU,453.00,128,479,2,0.995842
PAFTinyLFU,454.00,128,480,2,0.995851
PAFTinyLFU,455.00,128,481,2,0.995859
PAFTinyLFU,456.00,128,483,2,0.995876
PAFTinyLFU,457.00,128,487,2,0.995910
PAFTinyLFU,458.00,128,487,2,0.995910
PAFTinyLFU,459.00,128,489,2,0.995927
PAFTinyLFU,460.00,128,490,2,0.995935
PAFTinyLFU,461.00,128,492,2,0.995951
PAFTinyLFU,462.00,128,494,2,0.995968
PAFTinyLFU,463.00,128,495,2,0.995976
PAFTinyLFU,464.00,128,497,2,0.995992
PAFTinyLFU,465.00,128,499,2,0.996008
PAFTinyLFU,466.00,128,501,2,0.996024
PAFTinyLFU,467.00,128,502,2,0.996032
PAFTinyLFU,468.00,128,505,2,0.996055
PAFTinyLFU,469.00,128,508,2,0.996078
PAFTinyLFU,470.00,128,508,2,0.996078
PAFTinyLFU,471.00,128,510,2,0.996094
PAFTinyLFU,472.00,128,514,2,0.996124
PAFTinyLFU,473.00,128,519,2,0.996161
PAFTinyLFU,474.00,128,519,2,0.996161
PAFTinyLFU,475.00,128,519,2,0.996161
PAFTinyLFU,476.00,128,520,2,0.996169
PAFTinyLFU,477.00,128,521,2,0.996176
PAFTinyLFU,478.00,128,521,2,0.996176
PAFTinyLFU,479.00,128,521,2,0.996176
PAFTinyLFU,480.00,128,523,2,0.996190
PAFTinyLFU,481.00,128,526,2,0.996212
PAFTinyLFU,482.00,128,527,2,0.996219
PAFTinyLFU,483.00,128,527,2,0.996219
PAFTinyLFU,484.00,128,530,2,0.996241
PAFTinyLFU,485.00,128,531,2,0.996248
PAFTinyLFU,486.00,128,533,2,0.996262
PAFTinyLFU,487.00,128,533,2,0.996262
PAFTinyLFU,488.00,128,535,2,0.996276
PAFTinyLFU,489.00,128,540,2,0.996310
PAFTinyLFU,490.00,128,540,2,0.996310
PAFTinyLFU,491.00,128,543,2,0.996330
PAFTinyLFU,492.00,128,543,2,0.996330
PAFTinyLFU,493.00,128,544,2,0.996337
PAFTinyLFU,494.00,128,545,2,0.996344
PAFTinyLFU,495.00,128,549,2,0.996370
PAFTinyLFU,496.00,128,550,2,0.996377
PAFTinyLFU,497.00,128,550,2,0.996377
PAFTinyLFU,498.00,128,552,2,0.996390
PAFTinyLFU,499.00,128,555,2,0.996409
PAFTinyLFU,500.00,128,556,2,0.996416
PAFTinyLFU,501.00,127,557,2,0.996422
PAFTinyLFU,502.00,127,559,2,0.996435
PAFTinyLFU,503.00,127,561,2,0.996448
PAFTinyLFU,504.00,127,564,2,0.996466
PAFTinyLFU,505.00,128,565,2,0.996473
PAFTinyLFU,506.00,128,567,2,0.996485
PAFTinyLFU,507.00,128,569,2,0.996497
PAFTinyLFU,508.00,128,572,2,0.996516
PAFTinyLFU,509.00,128,573,2,0.996522
PAFTinyLFU,510.00,128,575,2,0.996534
PAFTinyLFU,511.00,128,579,2,0.996558
PAFTinyLFU,512.00,128,581,2,0.996569
PAFTinyLFU,513.00,128,583,2,0.996581
PAFTinyLFU,514.00,128,585,2,0.996593
PAFTinyLFU,515.00,128,585,2,0.996593
PAFTinyLFU,516.00,128,587,2,0.996604
PAFTinyLFU,517.00,128,590,2,0.996622
PAFTinyLFU,518.00,128,593,2,0.996639
PAFTinyLFU,519.00,128,594,2,0.996644
PAFTinyLFU,520.00,128,597,2,0.996661
PAFTinyLFU,521.00,128,598,2,0.996667
PAFTinyLFU,522.00,128,601,2,0.996683
PAFTinyLFU,523.00,128,601,2,0.996683
PAFTinyLFU,524.00,128,603,2,0.996694
PAFTinyLFU,525.00,128,605,2,0.996705
PAFTinyLFU,526.00,128,608,2,0.996721
PAFTinyLFU,527.00,128,611,2,0.996737
PAFTinyLFU,528.00,128,612,2,0.996743
PAFTinyLFU,529.00,128,613,2,0.996748
PAFTinyLFU,530.00,128,615,2,0.996759
PAFTinyLFU,531.00,128,616,2,0.996764
PAFTinyLFU,532.00,128,617,2,0.996769
PAFTinyLFU,533.00,128,617,2,0.996769
PAFTinyLFU,534.00,128,617,2,0.996769
PAFTinyLFU,535.00,128,617,2,0.996769
PAFTinyLFU,536.00,128,618,2,0.996774
PAFTinyLFU,537.00,128,618,2,0.996774
PAFTinyLFU,538.00,128,622,2,0.996795
PAFTinyLFU,539.00,128,622,2,0.996795
PAFTinyLFU,540.00,128,622,2,0.996795
PAFTinyLFU,541.00,128,624,2,0.996805
PAFTinyLFU,542.00,128,626,2,0.996815
PAFTinyLFU,543.00,128,626,2,0.996815
PAFTinyLFU,544.00,128,629,2,0.996830
PAFTinyLFU,545.00,128,631,2,0.996840
PAFTinyLFU,546.00,128,635,2,0.996860
PAFTinyLFU,547.00,128,638,2,0.996875
PAFTinyLFU,548.00,128,639,2,0.996880
PAFTinyLFU,549.00,128,639,2,0.996880
PAFTinyLFU,550.00,128,643,2,0.996899
PAFTinyLFU,551.00,128,644,2,0.996904
PAFTinyLFU,552.00,128,647,2,0.996918
PAFTinyLFU,553.00,128,648,2,0.996923
PAFTinyLFU,554.00,128,648,2,0.996923
PAFTinyLFU,555.00,128,651,2,0.996937
PAFTinyLFU,556.00,128,653,2,0.996947
PAFTinyLFU,557.00,128,655,2,0.996956
PAFTinyLFU,558.00,128,656,2,0.996960
PAFTinyLFU,559.00,128,656,2,0.996960
PAFTinyLFU,560.00,128,658,2,0.996970
PAFTinyLFU,561.00,128,659,2,0.996974
PAFTinyLFU,562.00,128,662,2,0.996988
PAFTinyLFU,563.00,128,662,2,0.996988
PAFTinyLFU,564.00,128,662,2,0.996988
PAFTinyLFU,565.00,128,662,2,0.996988
PAFTinyLFU,566.00,128,662,2,0.996988
PAFTinyLFU,567.00,128,667,2,0.997010
PAFTinyLFU,568.00,128,671,2,0.997028
PAFTinyLFU,569.00,128,673,2,0.997037
PAFTinyLFU,570.00,128,675,2,0.997046
PAFTinyLFU,571.00,128,676,2,0.997050
PAFTinyLFU,572.00,128,677,2,0.997054
PAFTinyLFU,573.00,128,679,2,0.997063
PAFTinyLFU,574.00,128,679,2,0.997063
PAFTinyLFU,575.00,128,681,2,0.997072
PAFTinyLFU,576.00,128,683,2,0.997080
PAFTinyLFU,577.00,128,685,2,0.997089
PAFTinyLFU,578.00,128,688,2,0.997101
PAFTinyLFU,579.00,128,691,2,0.997114
PAFTinyLFU,580.00,128,691,2,0.997114
PAFTinyLFU,581.00,128,693,2,0.997122
PAFTinyLFU,582.00,128,695,2,0.997131
PAFTinyLFU,583.00,128,696,2,0.997135
PAFTinyLFU,584.00,128,696,2,0.997135
PAFTinyLFU,585.00,128,698,2,0.997143
PAFTinyLFU,586.00,128,698,2,0.997143
PAFTinyLFU,587.00,128,702,2,0.997159
PAFTinyLFU,588.00,128,704,2,0.997167
PAFTinyLFU,589.00,128,705,2,0.997171
PAFTinyLFU,590.00,128,709,2,0.997187
PAFTinyLFU,591.00,128,710,2,0.997191
PAFTinyLFU,592.00,128,711,2,0.997195
PAFTinyLFU,593.00,128,711,2,0.997195
PAFTinyLFU,594.00,128,712,2,0.997199
PAFTinyLFU,595.00,128,713,2,0.997203
PAFTinyLFU,596.00,128,713,2,0.997203
PAFTinyLFU,597.00,128,715,2,0.997211
PAFTinyLFU,598.00,128,720,2,0.997230
PAFTinyLFU,599.00,128,721,2,0.997234
PAFTinyLFU,600.00,128,723,2,0.997241
PAFTinyLFU,601.00,128,725,2,0.997249
PAFTinyLFU,602.00,128,731,2,0.997271
PAFTinyLFU,603.00,128,734,2,0.997283
PAFTinyLFU,604.00,128,736,2,0.997290
PAFTinyLFU,605.00,128,737,2,0.997294
PAFTinyLFU,606.00,128,739,2,0.997301
PAFTinyLFU,607.00,128,742,2,0.997312
PAFTinyLFU,608.00,128,744,2,0.997319
PAFTinyLFU,609.00,128,747,2,0.997330
PAFTinyLFU,610.00,128,747,2,0.997330
PAFTinyLFU,611.00,128,749,2,0.997337
PAFTinyLFU,612.00,128,750,2,0.997340
PAFTinyLFU,613.00,128,751,2,0.997344
PAFTinyLFU,614.00,128,752,2,0.997347
PAFTinyLFU,615.00,128,754,2,0.997354
PAFTinyLFU,616.00,128,755,2,0.997358
PAFTinyLFU,617.00,128,755,2,0.997358
PAFTinyLFU,618.00,128,756,2,0.997361
PAFTinyLFU,619.00,128,757,2,0.997365
PAFTinyLFU,620.00,128,760,2,0.997375
PAFTinyLFU,621.00,128,764,2,0.997389
PAFTinyLFU,622.00,128,766,2,0.997396
PAFTinyLFU,623.00,128,766,2,0.997396
PAFTinyLFU,624.00,128,768,2,0.997403
PAFTinyLFU,625.00,128,770,2,0.997409
PAFTinyLFU,626.00,128,772,2,0.997416
PAFTinyLFU,627.00,128,773,2,0.997419
PAFTinyLFU,628.00,128,778,2,0.997436
PAFTinyLFU,629.00,128,782,2,0.997449
PAFTinyLFU,630.00,128,786,2,0.997462
PAFTinyLFU,631.00,128,786,2,0.997462
PAFTinyLFU,632.00,128,788,2,0.997468
PAFTinyLFU,633.00,128,790,2,0.997475
PAFTinyLFU,634.00,128,793,2,0.997484
PAFTinyLFU,635.00,128,795,2,0.997491
PAFTinyLFU,636.00,128,796,2,0.997494
PAFTinyLFU,637.00,128,798,2,0.997500
PAFTinyLFU,638.00,128,800,2,0.997506
PAFTinyLFU,639.00,128,801,2,0.997509
PAFTinyLFU,640.00,128,802,2,0.997512
PAFTinyLFU,641.00,128,802,2,0.997512
PAFTinyLFU,642.00,128,802,2,0.997512
PAFTinyLFU,643.00,128,803,2,0.997516
PAFTinyLFU,644.00,128,805,2,0.997522
PAFTinyLFU,645.00,128,807,2,0.997528
PAFTinyLFU,646.00,128,811,2,0.997540
PAFTinyLFU,647.00,128,813,2,0.997546
PAFTinyLFU,648.00,128,814,2,0.997549
PAFTinyLFU,649.00,128,815,2,0.997552
PAFTinyLFU,650.00,128,817,2,0.997558
PAFTinyLFU,651.00,128,820,2,0.997567
PAFTinyLFU,652.00,128,822,2,0.997573
PAFTinyLFU,653.00,128,822,2,0.997573
PAFTinyLFU,654.00,128,823,2,0.997576
PAFTinyLFU,655.00,128,824,2,0.997579
PAFTinyLFU,656.00,128,827,2,0.997587
PAFTinyLFU,657.00,128,828,2,0.997590
PAFTinyLFU,658.00,128,829,2,0.997593
PAFTinyLFU,659.00,128,831,2,0.997599
PAFTinyLFU,660.00,128,833,2,0.997605
PAFTinyLFU,661.00,128,834,2,0.997608
PAFTinyLFU,662.00,128,834,2,0.997608
PAFTinyLFU,663.00,128,834,2,0.997608
PAFTinyLFU,664.00,128,837,2,0.997616
PAFTinyLFU,665.00,128,840,2,0.997625
PAFTinyLFU,666.00,128,844,2,0.997636
PAFTinyLFU,667.00,128,846,2,0.997642
PAFTinyLFU,668.00,128,849,2,0.997650
PAFTinyLFU,669.00,128,851,2,0.997655
PAFTinyLFU,670.00,128,852,2,0.997658
PAFTinyLFU,671.00,128,855,2,0.997666
PAFTinyLFU,672.00,128,857,2,0.997672
PAFTinyLFU,673.00,128,857,2,0.997672
PAFTinyLFU,674.00,128,859,2,0.997677
PAFTinyLFU,675.00,128,862,2,0.997685
PAFTinyLFU,676.00,128,864,2,0.997691
PAFTinyLFU,677.00,128,867,2,0.997699
PAFTinyLFU,678.00,128,868,2,0.997701
PAFTinyLFU,679.00,128,869,2,0.997704
PAFTinyLFU,680.00,128,870,2,0.997706
PAFTinyLFU,681.00,128,872,2,0.997712
PAFTinyLFU,682.00,128,874,2,0.997717
PAFTinyLFU,683.00,128,875,2,0.997719
PAFTinyLFU,684.00,128,878,2,0.997727
PAFTinyLFU,685.00,128,880,2,0.997732
PAFTinyLFU,686.00,128,882,2,0.997738
PAFTinyLFU,687.00,128,882,2,0.997738
PAFTinyLFU,688.00,128,883,2,0.997740
PAFTinyLFU,689.00,128,884,2,0.997743
PAFTinyLFU,690.00,128,888,2,0.997753
PAFTinyLFU,691.00,128,892,2,0.997763
PAFTinyLFU,692.00,128,896,2,0.997773
PAFTinyLFU,693.00,128,898,2,0.997778
PAFTinyLFU,694.00,128,901,2,0.997785
PAFTinyLFU,695.00,128,902,2,0.997788
PAFTinyLFU,696.00,128,904,2,0.997792
PAFTinyLFU,697.00,128,906,2,0.997797
PAFTinyLFU,698.00,128,908,2,0.997802
PAFTinyLFU,699.00,128,908,2,0.997802
PAFTinyLFU,700.00,128,909,2,0.997805
PAFTinyLFU,701.00,128,909,2,0.997805
PAFTinyLFU,702.00,127,911,2,0.997809
PAFTinyLFU,703.00,127,911,2,0.997809
PAFTinyLFU,704.00,127,912,2,0.997812
PAFTinyLFU,705.00,127,914,2,0.997817
PAFTinyLFU,706.00,127,917,2,0.997824
PAFTinyLFU,707.00,127,917,2,0.997824
PAFTinyLFU,708.00,127,920,2,0.997831
PAFTinyLFU,709.00,127,923,2,0.997838
PAFTinyLFU,710.00,127,926,2,0.997845
PAFTinyLFU,711.00,127,928,2,0.997849
PAFTinyLFU,712.00,127,931,2,0.997856
PAFTinyLFU,713.00,127,932,2,0.997859
PAFTinyLFU,714.00,127,935,2,0.997866
PAFTinyLFU,715.00,126,936,2,0.997868
PAFTinyLFU,716.00,126,936,2,0.997868
PAFTinyLFU,717.00,126,937,2,0.997870
PAFTinyLFU,718.00,126,940,2,0.997877
PAFTinyLFU,719.00,126,941,2,0.997879
PAFTinyLFU,720.00,126,943,2,0.997884
PAFTinyLFU,721.00,126,946,2,0.997890
PAFTinyLFU,722.00,126,946,2,0.997890
PAFTinyLFU,723.00,126,948,2,0.997895
PAFTinyLFU,724.00,126,950,2,0.997899
PAFTinyLFU,725.00,126,951,2,0.997901
PAFTinyLFU,726.00,126,953,2,0.997906
PAFTinyLFU,727.00,126,953,2,0.997906
PAFTinyLFU,728.00,126,953,2,0.997906
PAFTinyLFU,729.00,126,955,2,0.997910
PAFTinyLFU,730.00,126,957,2,0.997914
PAFTinyLFU,731.00,126,960,2,0.997921
PAFTinyLFU,732.00,126,962,2,0.997925
PAFTinyLFU,733.00,126,965,2,0.997932
PAFTinyLFU,734.00,126,967,2,0.997936
PAFTinyLFU,735.00,126,969,2,0.997940
PAFTinyLFU,736.00,126,971,2,0.997945
PAFTinyLFU,737.00,126,971,2,0.997945
PAFTinyLFU,738.00,126,973,2,0.997949
PAFTinyLFU,739.00,126,974,2,0.997951
PAFTinyLFU,740.00,126,976,2,0.997955
PAFTinyLFU,741.00,126,976,2,0.997955
PAFTinyLFU,742.00,126,979,2,0.997961
PAFTinyLFU,743.00,126,982,2,0.997967
PAFTinyLFU,744.00,126,984,2,0.997972
PAFTinyLFU,745.00,126,987,2,0.997978
PAFTinyLFU,746.00,126,987,2,0.997978
PAFTinyLFU,747.00,126,988,2,0.997980
PAFTinyLFU,748.00,126,988,2,0.997980
PAFTinyLFU,749.00,126,989,2,0.997982
PAFTinyLFU,750.00,126,991,2,0.997986
PAFTinyLFU,751.00,126,991,2,0.997986
PAFTinyLFU,752.00,126,992,2,0.997988
PAFTinyLFU,753.00,126,994,2,0.997992
PAFTinyLFU,754.00,126,995,2,0.997994
PAFTinyLFU,755.00,126,1000,2,0.998004
PAFTinyLFU,756.00,126,1001,2,0.998006
PAFTinyLFU,757.00,125,1005,2,0.998014
PAFTinyLFU,758.00,125,1007,2,0.998018
PAFTinyLFU,759.00,125,1009,2,0.998022
PAFTinyLFU,760.00,125,1013,2,0.998030
PAFTinyLFU,761.00,125,1016,2,0.998035
PAFTinyLFU,762.00,125,1018,2,0.998039
